comuna,link,n_habitaciones,n_baños,n_estacionamientos,total_superficie_m2,superficie_construida_m2,valor_uf,direccion,quien_vende,corredor
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/rotonda-las-florescampanario/2278188,4,4,0,1280.0,304.0,31.0,"Las Condes, Rotonda las flores/campanario",Francisco Vial Propiedades,Francisco Vial Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condesasquebrada-honda/3725827,4,4,0,1111.0,273.0,25.9,"Las Condes, Las Condesas/Quebrada Honda",Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario),Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-del-observatoriolos-pintores/3725140,4,4,0,1600.0,500.0,31.8,"Las Condes, Camino Del Observatorio/Los Pintores",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-mirasol-camino-el-albageneral-blanche-los-dominicos/3565072,6,4,0,870.0,400.0,24.5,"Las Condes, Camino Mirasol - Camino El Alba/General Blanche - Los Domínicos",Carlos Hurtado Rogers,Hurtado Propiedades S.A.
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-ananucasquinchamali/3725778,6,5,0,1315.0,410.0,31.489,"Las Condes, Las Añañucas/Quinchamali",Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario),Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-la-fuente-lado-colegio-redland-school-anla-foresta/3056846,4,5,0,1400.0,500.0,29.0,"Las Condes, Camino la fuente lado colegio redland school an/la foresta -",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/la-foresta-mirasol/2686976,5,4,0,860.0,320.0,23.5,"Las Condes, La Foresta - Mirasol",Cata Brochet Propiedades,Cata Brochet Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/los-pintores-camino-el-olivar/3504214,3,3,0,1580.0,140.0,34.72,"Las Condes, Los pintores / Camino El Olivar",Vivaqui Propiedades,Vivaqui Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/atalaya/2437065,6,6,4,1020.0,474.0,35.0,"Las Condes, Atalaya",VERONICA IOB FUENTES,Vende Dueño/a
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/excelente-ubicacionotonal-oriente/3708250,6,4,0,820.0,300.0,25.95,"Las Condes, Excelente ubicación/otoñal oriente",Francisco Vial Propiedades,Francisco Vial Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/impresionantecamino-la-posada/3401800,4,4,0,1606.0,480.0,41.5,"Las Condes, Impresionante/camino la posada",Francisco Vial Propiedades,Francisco Vial Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/tiruacamarico/3724951,4,4,0,850.0,265.0,28.49,"Las Condes, Tirúa/Camarico",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colina-la-gloria/2437627,6,7,5,830.0,426.0,36.9,"Las Condes, Colina La Gloria",VERONICA IOB FUENTES,Vende Dueño/a
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condesas/1966398,5,4,0,845.0,277.0,23.5,"Las Condes, Las Condesas",Vivaqui Propiedades,Vivaqui Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/casa-2-pisos-en-excelente-sector-residencial/3525724,4,2,0,98.0,109.0,6.25,"Las Condes, Casa 2 Pisos en excelente sector residencial",Corretajes Prosal Ltda.,Corretajes Prosal
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes/3727733,2,2,1,56.0,56.0,3.819,"Las Condes, Las condes",Patricia Navarro,Enfoque Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/san-jose-de-la-sierralimavida/2501482,5,5,0,1208.0,413.0,30.063,"Las Condes, San José de la Sierra/Limavida",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/polobandacarlos-alrvarado/2521024,5,4,0,786.0,220.0,18.8,"Las Condes, Polobanda/carlos alrvarado",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/pasaje-cerrado-a-pasos-verbo-villa-mariamartin-zamora-malaga/3524232,3,2,0,140.0,150.0,13.5,"Las Condes, Pasaje cerrado  a pasos verbo, villa maria/martin zamora/ malaga",Francisco Vial Propiedades,Francisco Vial Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colegio-wenlock-carlos-pena-otaegui/3570999,5,4,0,1150.0,300.0,25.0,"Las Condes, Colegio Wenlock - Carlos Peña Otaegui",Cata Brochet Propiedades,Cata Brochet Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/paul-harris-gran-jardin-800-metrosclinica-las-condes-charles-hamilton/3593463,6,4,0,800.0,255.0,18.5,"Las Condes, Paul harris-    gran jardin 800 metros/clinica las condes   - charles hamilton",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/metro-los-dominicospadre-hurtado-sur/3688251,4,2,0,167.0,136.0,9.895,"Las Condes, Metro Los Dominicos/Padre Hurtado Sur",Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario),Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/cardenal-newman-bocaccio/2372303,4,4,0,796.0,260.0,19.0,"Las Condes, Cardenal Newman / Bocaccio",Vivaqui Propiedades,Vivaqui Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/sector-camino-el-alba/2883302,4,3,3,1000.0,400.0,21.0,"Las Condes, Sector Camino El Alba",Francisco Bello,Vende Dueño/a
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/atalaya7carlos-pena-otaegui/2362615,7,5,0,1200.0,490.0,27.0,"Las Condes, Atalaya7Carlos Peña Otaegui",Vivaqui Propiedades,Vivaqui Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/casa-de-2-pisos-en-camino-la-vina/3734637,7,5,0,1980.0,590.0,50.0,"Las Condes, Casa de 2 pisos en Camino La Viña",Armacima LImitada,Armacima Propiedades
Las Condes,https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colegio-redlandlas-tortolas/3725286,4,3,0,1150.0,268.0,24.5,"Las Condes, Colegio Redland/Las Tortolas",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/jose-alcalde-delanosanta-blanca/2507925,5,3,0,2385.0,340.0,39.0,"Lo Barnechea, Jose Alcalde Delano/Santa Blanca",Francisco Vial Propiedades,Francisco Vial Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-cajoncamino-el-alto/3725011,5,4,0,2200.0,380.0,22.99,"Lo Barnechea, Camino el cajón/camino el alto",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/arrayan-pastor-fernandez/3559611,4,3,0,175.0,175.0,22.0,"Lo Barnechea, Arrayan, Pastor Fernandez",Piren Propiedades,Piren Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/lomas-suavesfalda-larga/2477705,4,3,0,3000.0,280.0,14.6,"Lo Barnechea, Lomas Suaves/Falda Larga",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/condominiopastor-fernandez/3557819,4,2,0,8915.0,215.0,22.0,"Lo Barnechea, Condominio/pastor fernandez",Francisco Vial Propiedades,Francisco Vial Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/la-gavilla-camino-el-yunquehuinganal/2850000,4,3,0,1658.0,233.0,23.3,"Lo Barnechea, La Gavilla / Camino El Yunque/Huinganal",Propiedades Jose Fco. Montalva y Cía. Ltda.,Propiedades Jose Fco. Montalva y Cía. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-los-refugiosloma-suave/3725176,3,2,0,5000.0,227.0,22.999,"Lo Barnechea, Camino Los Refugios/Loma Suave",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/club-de-golf-lomas-de-la-dehesa/3415486,6,4,4,1450.0,450.0,30.0,"Lo Barnechea, Club de Golf Lomas de La Dehesa",Macarena Jarpa Simpfendorfer,Jarpa Corredores
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-real-punta-de-aguilasel-golf-de-manquehue/3421052,5,5,0,1900.0,804.0,65.0,"Lo Barnechea, Camino Real / Punta de Aguilas/El Golf de Manquehue /",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/las-condeslucas-araya/3482560,4,3,0,253.0,139.0,13.42,"Lo Barnechea, Las condes/lucas araya",Eduardo Guiloff,Guiloff & Gia. Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/refugios-del-arrayancamino-del-estero/3725915,6,6,0,1780.0,427.0,28.279,"Lo Barnechea, Refugios del Arrayán/Camino del Estero",Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario),Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/bernardo-larrain-cotapospedro-lira-urquieta/2558681,4,6,0,1400.0,500.0,30.0,"Lo Barnechea, Bernardo Larrain Cotapos/Pedro Lira Urquieta",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-refugiocamino-el-arrayan/3593373,4,3,0,5000.0,480.0,22.5,"Lo Barnechea, Camino el Refugio/Camino el Arrayan",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/pastor-fernandezel-remanso/3725203,4,3,0,5600.0,300.0,29.799,"Lo Barnechea, Pastor Fernández/El Remanso",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/cerro-la-palomacerro-punta-de-damas/3725098,4,4,0,1600.0,420.0,30.98,"Lo Barnechea, Cerro La Paloma/Cerro Punta de Damas",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/sector-los-nogales/2240528,6,5,0,1400.0,530.0,31.5,"Lo Barnechea, Sector Los Nogales",Cata Brochet Propiedades,Cata Brochet Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-cajon-el-arrayan/3017407,4,2,0,3600.0,260.0,18.0,"Lo Barnechea, Camino El Cajón - El Arrayán",Cata Brochet Propiedades,Cata Brochet Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-huinganal-colegio-mayflower/2546160,9,6,0,1700.0,500.0,29.99,"Lo Barnechea, El Huinganal / Colegio Mayflower",Cata Brochet Propiedades,Cata Brochet Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/sector-el-huinganal/3052583,4,3,0,100.0,140.0,12.4,"Lo Barnechea, Sector El Huinganal",Cata Brochet Propiedades,Cata Brochet Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-los-trapenses-la-dehesa/3710242,5,7,0,1600.0,600.0,42.0,"Lo Barnechea, Camino Los Trapenses, La Dehesa",Cata Brochet Propiedades,Cata Brochet Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/colegio-huinganalcamino-del-yunque/3725969,4,4,0,240.0,160.0,15.562,"Lo Barnechea, Colegio Huinganal/Camino del Yunque",Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario),Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-gran-vistamalalhue/2713758,4,5,0,1330.0,370.0,29.5,"Lo Barnechea, Camino Gran Vista/Malalhue",Francisco Vial Propiedades,Francisco Vial Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-golf-de-manquehue/2437930,6,5,0,1272.0,512.0,38.5,"Lo Barnechea, El Golf de Manquehue",Schumacher Propiedades,Schumacher Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/jose-alcalde-delanoclinica-alemana/3726080,6,5,0,2000.0,620.0,34.99,"Lo Barnechea, Jose Alcalde Delano/Clínica Alemana",Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario),Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/los-juglaresav-panoramica-sur/3724868,7,5,0,1407.0,495.0,26.0,"Lo Barnechea, Los Juglares/Av Panoramica Sur",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/avda-la-dehesabernardo-larrain-cv/2729291,4,3,0,2000.0,525.0,37.0,"Lo Barnechea, Avda la dehesa/bernardo larraín cv",Cristian Vial Propiedades,Cristian Vial Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-rodeo-huinganal/3505205,5,3,0,0.0,0.0,14.5,"Lo Barnechea, El Rodeo/ Huinganal",Vivaqui Propiedades,Vivaqui Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/condominio-el-arrayan-oportunidadvalle-escondido-oportunidad/3533007,5,4,0,5100.0,420.0,21.9,"Lo Barnechea, Condominio  el arrayan oportunidad/valle escondido -oportunidad",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-huinganalcamino-del-yunque/3725055,5,4,0,2001.0,370.0,26.9,"Lo Barnechea, Camino el Huinganal/Camino del Yunque",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-arrayan/2448006,4,3,0,5000.0,490.0,26.0,"Lo Barnechea, El arrayán",Cata Brochet Propiedades,Cata Brochet Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/international-school/3392996,3,3,1,3500.0,400.0,35.0,"Lo Barnechea, International School",Cata Brochet Propiedades,Cata Brochet Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-la-villacamino-turistico/3728591,7,7,0,3500.0,700.0,44.89,"Lo Barnechea, Camino La Villa/Camino Turístico",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-cajoncamino-las-acacias/3725075,3,3,0,2200.0,255.0,15.79,"Lo Barnechea, Camino El Cajón/Camino Las Acacias",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/contralmirante-fernadez-viallo-barnechea/3422962,4,4,0,1630.0,330.0,32.5,"Lo Barnechea, Contralmirante fernadez vial/lo barnechea",Alonso Baeza Rivera y Cía. Ltda. (Kennedy),Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-cajon-el-arrayanpastor-fernandez-lo-barnechea/3550775,5,3,0,2750.0,259.0,18.5,"Lo Barnechea, Camino El Cajón - El Arrayán/Pastor Fernandez - Lo Barnechea",Carlos Hurtado Rogers,Hurtado Propiedades S.A.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/colegio-huinganal/3503794,5,5,0,0.0,0.0,21.5,"Lo Barnechea, Colegio Huinganal",Vivaqui Propiedades,Vivaqui Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/av-las-condesfrente-a-quinchamali/3725883,4,3,0,250.0,150.0,10.2,"Lo Barnechea, Av. Las Condes/Frente a Quinchamali",Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario),Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/la-dehesa/3731420,5,2,0,1420.0,600.0,46.0,"Lo Barnechea, La dehesa",Cata Brochet Propiedades,Cata Brochet Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/av-la-dehesaclub-de-golf-la-dehesa/3726005,4,8,0,1420.0,600.0,48.99,"Lo Barnechea, Av. La Dehesa/Club de Golf La Dehesa",Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario),Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/los-refugios-19000-lo-barnechea/3689179,4,3,8,5600.0,400.0,28.0,"Lo Barnechea, Los refugios 19000 , lo barnechea",Lorenzo jamasmie,Vende Dueño/a
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/los-juglarespanoramica-sur/2894058,5,5,0,1268.0,522.0,43.0,"Lo Barnechea, Los Juglares/Panoramica Sur",Pro Partners Propiedades,Pro Partners Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-hiunganalel-rodeo/3725869,9,6,0,1700.0,590.0,27.99,"Lo Barnechea, El Hiunganal/El Rodeo",Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario),Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/mall-sport/3098693,4,3,0,220.0,150.0,10.5,"Lo Barnechea, Mall sport",Cata Brochet Propiedades,Cata Brochet Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/manuel-guzman-maturana/3631144,5,7,6,1267.0,400.0,32.9,"Lo Barnechea, Manuel Guzmán Maturana",Juan José Figueroa,Vende Dueño/a
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-huallalolencamino-el-cajon/3724912,5,5,0,15000.0,450.0,39.949,"Lo Barnechea, Camino Huallalolen/Camino El Cajón",Propiedades Ricardo Vial y Cia. Ltda.,Propiedades Ricardo Vial y Cia. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/av-las-condes/3620735,4,3,0,253.0,139.0,13.52,"Lo Barnechea, Av. Las condes",Vivaqui Propiedades,Vivaqui Propiedades
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-arrayancamino-san-alfonso/3620873,4,3,0,1610.0,225.0,23.999,"Lo Barnechea, El Arrayán/Camino San Alfonso",Alonso Baeza Rivera y Cía. Ltda.,Alonso Baeza Rivera y Cía. Ltda.
Lo Barnechea,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-arrayanvalle-del-refugio/2252937,5,4,0,2514.0,330.0,27.69,"Lo Barnechea, El Arrayán/Valle del Refugio",Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario),Procasa Alonso Baeza Rivera y Cia. Ltda. (IV Centenario)
Lo Espejo,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/casa-con-2-piso-en-jm-caro/3545097,3,2,0,141.0,127.0,1.736,"Lo Espejo, Casa con 2° Piso en J.M. Caro",Corretajes Prosal Ltda.,Corretajes Prosal
Lo Espejo,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/siete-sur/3674021,3,2,0,119.0,110.0,2.257,"Lo Espejo, Siete sur",Nancy Moraga,Vende Dueño/a
Lo Espejo,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/veintisiete-sur-03658/3634932,3,1,1,130.0,85.0,1.385,"Lo Espejo, Veintisiete Sur 03658",Ulises David Candia Becerra,Vende Dueño/a
Lo Espejo,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/eusebio-lillo-03280/3484940,4,1,2,162.0,100.0,2.604,"Lo Espejo, Eusebio Lillo 03280",Mario Saavedra Caceres,Vende Dueño/a
Lo Espejo,https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/av-cerrillospio-xll/3308191,5,2,0,80.0,60.0,2.882,"Lo Espejo, Av. Cerrillos/Pio Xll",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
